,n_train,step,train_acc,train_acc,train_cost,train_cost,val_acc,val_acc,val_cost,val_cost
,,,mean,std,mean,std,mean,std,mean,std
0,48200,1,0.675382773802972,,1.8637521151472856,,0.765991869918699,,1.7685672391979521,
1,48200,2,0.8027622454595489,,1.7369806354163182,,0.8069349593495936,,1.713710330817398,
2,48200,3,0.824786736378646,,1.7010116650213225,,0.8181463414634148,,1.6898256380348025,
3,48200,4,0.8371210787011559,,1.6834290446058835,,0.8309186991869918,,1.673440923993588,
4,48200,5,0.8444966978536046,,1.670787159033558,,0.8424227642276422,,1.6631351794000144,
5,48200,6,0.8510079801871216,,1.6626880458338846,,0.8493008130081301,,1.6577294527568422,
6,48200,7,0.8540762245459547,,1.6550642447867545,,0.8471138211382113,,1.653602419429256,
7,48200,8,0.857403137039075,,1.6517431061759695,,0.8508617886178862,,1.6452237317677174,
8,48200,9,0.8598670886075949,,1.6462227609488058,,0.8516341463414633,,1.6413064537704594,
9,48200,10,0.8618932305998901,,1.641588185939673,,0.8514878048780488,,1.6361002199750387,
10,48200,11,0.8632746285085304,,1.6374846876889282,,0.8588455284552845,,1.6350098960273307,
11,48200,12,0.8657424325811774,,1.6346767666266764,,0.8605121951219511,,1.6324104408941358,
12,48200,13,0.8665888827738032,,1.6335064378459534,,0.8655772357723577,,1.6284961506735922,
13,48200,14,0.8687671986791414,,1.6297160505297086,,0.8666178861788617,,1.6248711365218862,
14,48200,15,0.870501926252064,,1.627202389002172,,0.866951219512195,,1.6239855508424645,
15,48200,16,0.8695310952118878,,1.6255208385307487,,0.866910569105691,,1.6233243924574159,
16,48200,17,0.8718957072096865,,1.6228558153935517,,0.8717235772357723,,1.620756256943838,
17,48200,18,0.8719031370390757,,1.621284760427908,,0.866951219512195,,1.6206177212490678,
18,48200,19,0.8729232250963126,,1.6197196050971687,,0.8689105691056911,,1.6188689356624106,
19,48200,20,0.8734812878370939,,1.6187085431396893,,0.8744959349593495,,1.6178931861162795,
20,48200,21,0.8739540451293337,,1.6164286875587792,,0.8715772357723578,,1.6129245487524095,
21,48200,22,0.8748249862410568,,1.61432753446408,,0.8729105691056911,,1.613400870781229,
22,48200,23,0.8750250412768297,,1.614129149068086,,0.8734959349593496,,1.6125475986166302,
23,48200,24,0.8749424876169508,,1.6125643284144835,,0.8763495934959349,,1.6113991740782874,
24,48200,25,0.8767394056136486,,1.6118103433637645,,0.8763089430894309,,1.6094789400171692,
25,48200,26,0.8762716015410016,,1.6104914573338989,,0.8750162601626016,,1.6099765275038649,
26,48200,27,0.8758296642817831,,1.6105076756599852,,0.8773089430894309,,1.610254214102745,
27,48200,28,0.8774204733076499,,1.6085541432745203,,0.8784959349593495,,1.6063275922687137,
28,48200,29,0.8771221794166206,,1.6071630616800436,,0.8784552845528455,,1.6064050488655985,
29,48200,30,0.877216290588883,,1.6068293836419607,,0.8813089430894309,,1.6075261803953864,
30,48200,31,0.8785044028618604,,1.6057792653724403,,0.8819349593495934,,1.6042431198567988,
31,48200,32,0.8788684645019262,,1.6056921768546206,,0.8791626016260162,,1.6047503439877737,
32,48200,33,0.8790349477160155,,1.6038144676634547,,0.8796829268292683,,1.6031692058890947,
33,48200,34,0.878717666483214,,1.6035390381306256,,0.8817886178861789,,1.6015905583325711,
34,48200,35,0.8792773802971933,,1.6026765369913527,,0.8837886178861788,,1.6017287845455321,
35,48200,36,0.8792798569069895,,1.601273668829663,,0.8845609756097561,,1.599812449168402,
36,48200,37,0.8801130985140341,,1.6011774245540469,,0.8804552845528456,,1.5999623117510609,
37,48200,38,0.8806799669785359,,1.6004167605889272,,0.8798292682926828,,1.5994551183424257,
38,48200,39,0.8801772151898734,,1.599318655925898,,0.886560975609756,,1.5987495107424106,
39,48200,40,0.8810957622454596,,1.5995578582549026,,0.8875609756097561,,1.5988778645862443,
40,48200,41,0.881191249312053,,1.5980054395997425,,0.8842682926829268,,1.5980775903241486,
41,48200,42,0.8820784259768849,,1.5981300730222612,,0.8850813008130082,,1.5978021503934319,
42,48200,43,0.8813769950467804,,1.5974642810351796,,0.8882682926829268,,1.5970211643855212,
43,48200,44,0.8817537149146945,,1.596902288746804,,0.8925203252032521,,1.595890069672061,
44,48200,45,0.8822292239955974,,1.5961158661300472,,0.8864146341463415,,1.5945947543671206,
45,48200,46,0.881753990093561,,1.595398763327296,,0.8868943089430895,,1.5939938788154187,
46,48200,47,0.882785910842047,,1.5958505223803376,,0.889520325203252,,1.5952401167343782,
47,48200,48,0.8828205833791966,,1.5942045655487629,,0.8867479674796748,,1.5933182271303707,
48,48200,49,0.8835478811227298,,1.5942781329141615,,0.8884146341463414,,1.5939701042956032,
49,48200,50,0.8827638965327461,,1.593508006157115,,0.8867886178861788,,1.5934231942082713,
